PONUMBERPREFIX,PONUMBER,VENDORCODE,ORDERTYPE,WORKFLOWSTATUS,REENCUMBER,ACQUNITIDS,SUBSCRIPTIONFROM,SUBSCRIPTIONTO,RENEWALDATE,ACQUISITIONMETHOD,PAYMENTSTATUS,REFERENCENO,ORDERFORMAT,REQUESTOR,Z68_OPEN_DATE,Z68_ORDER_DATE,QUANTITYX,LISTUNITPRICE,Z68_ORDER_STATUS_DATE_X,Z13_TITLE,AUTHOR,Z68_ISBN,Z68_MATERIAL_TYPE,notes
AC,79294,ACE,S,SV ,true,AC,20100101,20991231,20111101,CW,P,,S ,"Trumble, Paul M.",20110531,20110531,1,,20110531,Gnomon.,,,S ,library note: P+O; print cw order; invoicing see online PO 44080359 fund name: S-CLASS-2022
AC,39814,ACE,S,SV ,true,AC,20890101,20991231,20091101,CW,P,RB80501000169-004006,S ,,20090130,20090130,1,,20090130,Philologus.,,,S ,library note: P+O; print cw order ; invoicing see online PO 44110911 fund name: S-CLASS-2022
AC,44043090,ACE,S,SV ,true,AC,19990210,20991231,20070101,P ,P,RB805010001059714014,S ,,19980206,19980206,1,77.00     ,20060223,L'Année épigraphique.,,0066-2348,S ,library note: print fund name: S-CLASS-2022 vendor note: //Begin ed.1995 (published in 1998)- and renew
AC,44126918,ACBELL,O,SV ,true,AC,19980717,20991231,20070101,C ,P,,M ,,19980717,19980717,1,40.00     ,20050104,Cahiers de l'Association internationale des études françaises.,Association internationale des études françaises.,,M ,library note: Librarian vendor note: //Begin no.50- and renew
AC,44500373,ACH,O,SV ,true,AC,0,20991231,0,C ,P,,M ,,20010323,20150217,1,290.      ,20150217,Gesammelte Werke / Georg Wilhelm Friedrich Hegel.,"Hegel, Georg Wilhelm Friedrich, 1770-1831.",,M ,library note: Philosophy dept. fund name: F-SO-2022
AC,44064172,ACE,S,SV ,true,AC,19950918,20991231,20070101,P ,P,RB805010001464167337,S ,,19980316,19980316,1,81.50     ,20051213,Jing ji yan jiu.,,0577-9154,S ,library note: print fund name: S-ASIAN-2022 vendor note: //Begin 1999- and renew
AC,44114904,ACE,S,SV ,true,AC,19950928,20991231,20070101,P ,P,RB805010001761322007,S ,,19980629,19980629,1,33.12     ,20060530,Religious humanism.,,0034-4095,S ,library note: print fund name: S-RELIG-2022 vendor note: //Begin v.32 (1998)- and renew
AC,44109234,ACE,S,SV ,true,AC,19950614,20991231,20070101,P ,P,RB805010001660394008,S ,,19980617,19980617,1,31.05     ,20051213,Opera news.,,0030-3607,S ,library note: print fund name: S-MUSIC-2022 vendor note: //Begin Nov. 1999- and renew
AC,44116305,ACE,S,SV ,true,AC,19950725,20991231,20070101,P ,P,RB805010001787160001,S ,,19980630,19980630,1,89.91     ,20051222,Romania.,,0035-8029,S ,library note: print fund name: S-FREN-2022 vendor note: //Begin v.116 (1998)- ands renew
AC,44123838,ACE,S,SV ,true,AC,19951113,20991231,20070101,P ,P,RB805010001866121007,S ,,19980709,19980709,1,129.00    ,20050922,Supplementum epigraphicum graecum.,,0920-8399,S ,library note: print fund name: S-CLASS-2022 vendor note: //Begin v.45 (1999)- and renew
AC,44101624,ACE,S,SV ,true,AC,19950711,20991231,20070101,P ,P,RB805010001552911000,S ,,19980528,19980528,1,67.28     ,20051213,Master drawings.,,0025-5025,S ,library note: print fund name: S-ART-2022 vendor note: //Begin v.37 (1999)- and renew
AC,44058998,ACE,S,SV ,true,AC,19950425,20991231,20070101,P ,P,RB805010001569797996,S ,,19980306,19980306,1,31.05     ,20051213,The bulletin of the Metropolitan Museum of Art.,,0026-1521,S ,library note: print subs fund name: S-ART-2022 vendor note: //Begin v.57 (1999/2000)- and renew
AC,44126876,ACE,S,SV ,true,AC,19950614,20991231,20070101,P ,P,RB805010001966640010,S ,,19980717,19980717,1,100       ,20051213,The world of music.,,0043-8774,S ,library note: print fund name: S-MUSIC-2022 vendor note: //Begin v.41 (1999)- and renew
AC,44059905,ACE,S,SV ,true,AC,19930101,20991230,20071101,P ,P,RB805010001144386937,S ,,20061214,20061214,1,155.00    ,20061214,Bulletin of the Institute of Classical Studies of the University of London.,,0076-0730,S ,library note: print+ online ; keep print per 2012 review (Wiley package) fund name: S-CLASS-2022
AC,44119641,ACE,S,SV ,true,AC,19950712,20991231,20070101,P ,P,RB805010001808582001,S ,,19980706,19980706,1,310.00    ,20051213,Scriptorium.,,0036-9772,S ,library note: print fund name: S-HIST-2022 vendor note: //Begin v.52 (1998)- and renew
AC,44103049,ACE,S,SV ,true,AC,19950310,20991231,20070101,P ,P,RB805010001578941007,S ,,19980602,19980602,1,55        ,20051213,Ming bao yue kan.,,0580-6291,S ,library note: print fund name: S-ASIAN-2022 vendor note: //Begin v.34 (1999)- and renew
AC,44120771,ACJPT,S,SV ,true,AC,19950621,20991231,20070101,P ,P,,S ,,19980706,19980706,1,210       ,20051004,Shigaku zasshi.,,0018-2478,S ,library note: print fund name: S-ASIAN-2022 vendor note: //Begin v.108 (1999)- and renew
AC,44107699,ACJPT,S,SV ,true,AC,19951009,20991231,20070101,P ,P,,S ,,19980611,19980611,1,130.00    ,20051004,Nihon rekishi = The Nippon-rekishi.,,0386-9164,S ,library note: print fund name: S-ASIAN-2022 vendor note: //Begin no.608 (1999)- and renew
AC,98672,ACE,S,SV ,true,AC,20130101,20991231,20131030,P ,P,RB805010001903892503,S ,"Sinos, Rebecca H. (Becky)",20121012,20121012,1,1048.00   ,20121012,Transactions of the Philological Society.,Philological Society (Great Britain).,0079-1636,S ,library note: Print fund name: S-CLASS-2022 vendor note: Begin Jan. 2013-
AC,44114862,ACJPT,S,SV ,true,AC,19950928,20991231,20070101,P ,P,,S ,,19980629,19980629,1,135       ,20051004,Rekishi hyōron.,,0386-8907,S ,library note: print fund name: S-ASIAN-2022 vendor note: //Begin no.585 (1999)- and renew
AC,44115337,ACE,S,SV ,true,AC,19950921,20991231,20070101,P ,P,RB805010001779082007,S ,,19980629,19980629,1,101.43    ,20051213,Revue de littérature comparée.,,0035-1466,S ,library note: print fund name: S-FREN-2022 vendor note: //Begin v.73 (1999)- and renew.
AC,44115362,ACE,S,SV ,true,AC,19950921,20991231,20070101,P ,P,RB805010001780042024,S ,,19980629,19980629,1,123.08    ,20051028,"Revue de philologie, de littérature et d'histoire anciennes.",,0035-1652,S ,library note: print fund name: S-CLASS-2022 vendor note: //Begin v.71 (1997)- and renew.
AC,44116093,ACH-S,S,SV ,true,AC,19951115,20991231,20070101,P ,P,REV0056,S ,,19980630,19980630,1,115.37    ,20060404,Revue des études grecques.,,,S ,library note: print/must order direct fund name: S-CLASS-2022 vendor note: //Begin v.111 (1998)- and renew.
AC,44120540,ACE,S,SV ,true,AC,19950319,20991231,20070101,P ,P,RB805010001815692009,S ,,19980706,19980706,1,51.75     ,20060426,Shakespeare studies.,,0582-9399,S ,library note: print fund name: S-ENG-2022 vendor note: //Begin v.26 (1998?)- and renew
AC,44051311,ACE,S,SV ,true,AC,19950410,20991231,20070101,P ,P,RB805010001070884648,S ,,19980219,20161019,1,67.45     ,20161019,Archéologie médiévale.,,0153-9337,S ,library note: print; fund name: S-HIST-2022 vendor note: //Begin v.28 (1997)- and renew
AC,44114965,ACE,S,SV ,true,AC,19951128,20991231,20070101,P ,P,RB805010001761979004,S ,,19980629,19980629,1,43.47     ,20060406,Renditions.,,0377-3515,S ,library note: print fund name: S-ASIAN-2022 vendor note: //Begin Jan 1999- and renew
AC,44078274,ACE,S,SV ,true,AC,19950214,20991231,20070101,P ,P,RB805010001334500006,S ,,19980414,19980414,1,24.84     ,20051213,Fiction international.,,0092-1912,S ,library note: print fund name: S-GEN-2022 vendor note: //Begin issues published 1999- and renew
AC,44088917,ACE,S,SV ,true,AC,19951117,20991231,20070101,P ,P,RB805010001459093001,S ,,19980506,19980506,1,30        ,20011204,Jamaica journal.,,0021-4124,S ,library note: print fund name: S-ENG-2022 vendor note: //Begin issues published 1999- and renew
AC,44052996,ACELS-S,O,SV ,true,AC,19980223,20991231,20070101,C ,P,,M ,,19980223,19980223,1,60.00     ,20050208,"Atomic energy levels and Grotrian diagrams / Stanley Bashkin and John O. Stoner, Jr.","Bashkin, Stanley.",,M ,library note: Physics Department to Acq Librarian vendor note: //Begin v.5- and renew
AC,44123115,ACE,S,SV ,true,AC,19950614,20991231,20070101,P ,P,RB805010001846602738,S ,,19980708,19980708,1,28.99     ,20051128,Sruti.,,0970-7816,S ,library note: print fund name: S-MUSIC-2022 vendor note: //Begin no.172 (1999)- and renew
AC,44264914,ACH,O,SV ,true,AC,19990703,20991231,0,C ,P,,M ,,19990703,19840813,1,450.      ,20041019,[Opere] / Antonio Vivaldi.,"Vivaldi, Antonio, 1678-1741.",,M ,library note: Music Librarian  added volumes fund name: F-SO-2022
AC,44087883,ACE,S,SV ,true,AC,19950202,20991231,20070101,P ,P,RB805010001446065708,S ,,19980505,19980505,1,37.26     ,20051213,The International review of African American art.,,1045-0920,S ,library note: print fund name: S-ART-2022 vendor note: //Begin v.15 (1998)- and renew
AC,44109271,ACE,S,SV ,true,AC,19951113,20991231,20070101,P ,P,RB805010001669394462,S ,,19980617,19980617,1,220.00    ,20060406,Oxford studies in ancient philosophy.,,0265-7651,S ,library note: print fund name: S-PHIL-2022 vendor note: //Begin v.16 (1998)- and renew
AC,44113122,ACE,S,SV ,true,AC,19950725,20991231,20070101,P ,P,RB805010001717133607,S ,,19980624,19980624,1,72.45     ,20051213,Print quarterly.,,0265-8305,S ,library note: print fund name: S-ART-2022 vendor note: //Begin v.16 (1999)- and renew.
AC,44122275,ACEAST,S,SV ,true,AC,19950926,20991231,20070101,P ,P,,S ,"Rabinowitz, Stanley J.",19980708,19980708,1,155.00    ,20051026,Sovremennai͡a dramaturgii͡a.,,0207-7698,S ,library note: print ; budget changed to S-Russ in 2018 per SS fund name: S-RUSS-2022 vendor note: //Begin 1999- and renew
AC,44257557,ACCOLUP,O,SV ,true,AC,19990613,20991231,0,C ,P,,M ,,19990613,19920320,1,100.00    ,20010715,"The Documentary history of the Supreme Court of the United States, 1789-1800 / with a foreword by Wa",,,M ,library note: Reference Librarian fund name: F-GEN-2011
AC,44442798,ACPEPP,O,SV ,true,AC,20001024,20991231,0,P ,P,,M ,"Beebe, Jane A.",20001024,19760206,1,350.00    ,20031217,Sämtliche Werke / Paul Hindemith ; im Auftrag der Hindemith-Stiftung ; herausgegeben von Kurt von F,"Hindemith, Paul, 1895-1963.",,M ,fund name: F-SO-2022
AC,44522538,ACYUK-SO,O,SV ,true,AC,20010430,20991231,0,C ,P,E7400805,M ,,20010430,19570226,1,50.00     ,20010715,ARISTOTELES LATINUS.,Aristotle.,,M ,fund name: F-SO-2021
AC,44085278,ACE,S,SV ,true,AC,19950620,20991231,20070101,P ,P,RB805010001412953341,S ,,19980429,19980429,1,63.69     ,20040624,Imago musicae.,,0255-8831,S ,fund name: S-MUSIC-2022 vendor note: //Begin issues published 1999- and renew
AC,197197,ACMCARD,M,SV ,true,AC,0,0,0,P ,C,,M ,"Evans, Laura N.",20211025,20211025,1,284.95    ,20211025,Handbook of regional and urban economics.,,,M ,library note: To LE first  - replacement volume / v. 5A - B fund name: F-GEN-2022
AC,44265268,ACH,O,SV ,true,AC,19990705,20991231,0,C ,P,,M ,,19990705,19850715,1,245.00    ,20060421,Œuvres complètes de Claude Debussy.,"Debussy, Claude, 1862-1918.",,M ,library note: Music Librarian  plan 33 volumes fund name: F-SO-2022
AC,44265074,ACFRONT,O,SV ,true,AC,19990703,20991231,0,C ,P,,M ,,19990703,19680429,1,200.00    ,20060302,Sämtliche Werke / Anton Bruckner ; herausgegeben von der Generaldirektion der Österreichischen Nat,"Bruckner, Anton, 1824-1896.",,M ,library note: Music Librarian fund name: F-SO-2022
AC,44265116,ACYUK-SO,O,SV ,true,AC,19990703,20991231,0,C ,P,,M ,,19990703,19620827,1,300.00    ,20021016,"Neue Ausgabe sämtlicher Werke : in Verbindung mit die Mozartstädten, Augsburg, Salzburg und Wien /","Mozart, Wolfgang Amadeus, 1756-1791.",,M ,library note: Music Librarian fund name: F-SO-2012
AC,44053447,ACE,S,SV ,true,AC,19950425,20991231,20070101,P ,P,RB805010001113878623,S ,,19980224,19980224,1,35        ,20041123,The best American essays.,,0888-3742,S ,library note: print fund name: S-ENG-2022 vendor note: //Begin 1999- and renew
AC,92046,ACH,O,SV ,true,AC,20120501,20991231,0,P ,P,,M ,"Beebe, Jane A.",20120509,20151204,1,70.00     ,20151204,"Werke / Beethoven ; herausgegeben vom Beethoven-Archiv, Bonn, unter Leitung von Joseph Schmidt-Görg","Beethoven, Ludwig van, 1770-1827.",,M ,library note: some vols have Kritische Bericht or Suppl. also on  this po & checkin fund name: F-SO-2022 vendor note: 2012 - standing order for score Harr ID 005079959
AC,44069273,ACE,S,SV ,true,AC,19950831,20991231,20070101,P ,P,RB805010001164245813,S ,,19980326,19980326,1,80.00     ,20050913,"Cahiers d'Extrême-Asie : revue de l'École française d'Extrême-Orient, Section de Kyōto.",,0766-1177,S ,library note: print subs e_note: bill later subs fund name: S-ART-2022 vendor note: //Begin no.10 (1998)- and renew
AC,44125069,ACYSO,O,SV ,true,AC,19950503,20991231,20070101,P ,P,S4126497,S ,,19980713,19980713,1,111.00    ,20050524,Thirteenth century England.,,0269-6967,S ,library note: print fund name: S-GEN-2022
AC,44107183,ACE,S,SV ,true,AC,19951128,20991231,20070101,P ,P,RB805010001623140266,S ,,19980610,19980610,1,11.50     ,20051213,New American writing.,,0893-7842,S ,library note: print fund name: S-ENG-2022 vendor note: //Begin 1998- and renew
AC,4426544X,ACH,O,SV ,true,AC,19990705,20991231,0,P ,P,,M ,,19990705,19861217,1,75.00     ,20010715,Complete works : issued in conjunction with the Delius Trust / Frederick Delius ; revised and edited,"Delius, Frederick, 1862-1934.",,M ,library note: Music Librarian fund name: F-GEN-2011
AC,44257454,ACM-C,O,SV ,true,AC,19990611,20991231,0,P ,P,,M ,,19990612,20061106,1,100.00    ,20061106,"The collected papers of Albert Einstein / Anna Beck, translator ; Peter Havas, consultant.","Einstein, Albert, 1879-1955.",,M ,library note: called TRANSLATION volume but includes miix; collected papers on sep bib fund name: F-SO-2022 vendor note: v.11+  (translations into Engl of text in big set Coll.Papers from Perseus
AC,34407,ACH,O,SV ,true,AC,0,0,0,P ,P,,M ,"Kasper, Michael",20081007,20081007,1,20        ,20081007,Deutsche Gesellschaftsgeschichte / Hans-Ulrich Wehler.,"Wehler, Hans-Ulrich.",,M ,library note: stacks fund name: F-GEN-2011 vendor note: Bd. 1+ until set is complete
AC,44806619,ACH,O,SV ,true,AC,20030214,20991231,0,P ,P,,M ,"Brandes, Ute T",20030214,20061106,1,160.00    ,20061106,Deutsche Lyrik der frühen Neuzeit / Hans-Georg Kemper.,"Kemper, Hans-Georg.",,M ,fund name: F-GEN-2011
AC,44119720,ACE,S,SV ,true,AC,19950808,20991231,20070101,P ,P,RB805010001827605015,S ,,19980706,19980706,1,10.00     ,20060313,17th century music.,,1054-6022,S ,library note: print fund name: S-MUSIC-2022 vendor note: //Begin Oct. 1998- and renew
AC,44078596,ACW-MN,S,SV ,true,AC,19951016,20991231,20070101,P ,P,,S ,,19980414,19980414,1,137.00    ,20060124,First amendment law handbook.,,1054-3635,S ,library note: print fund name: S-LAW-2022 vendor note: //Begin 1999/2000- and renew
AC,44076241,ACE,S,SV ,true,AC,19950501,20991231,20070101,P ,P,RB805010001313067720,S ,,19980409,19980409,1,82.80     ,20051213,Er shi yi shi ji.,,1017-5725,S ,library note: print fund name: S-ASIAN-2022 vendor note: //Begin no.53 (June 1999)- and renew
AC,44522733,ACAUX,O,SV ,true,AC,20010502,20991231,0,C ,P,,M ,"de la Carrera, Rosalina M",20010502,19940107,1,60.00     ,20020128,Oeuvres complètes / Fontenelle ; texte revu par Alain Niderst.,"Fontenelle, M. de (Bernard Le Bovier), 1657-1757.",,M ,
AC,44263223,ACBRILL,O,SV ,true,AC,19990629,20991231,0,C ,P,,M ,,19990629,19941111,1,75.00     ,20010715,A Greek and Arabic lexicon : materials for a dictionary of the medieval translations from Greek into,,,M ,library note: Elias fund name: F-GEN-2011
AC,44116238,ACE,S,SV ,true,AC,19951120,20991231,20070101,P ,P,RB805010001785807579,S ,,19980630,19980630,1,31.05     ,20051213,The Robert Frost review.,,1062-6999,S ,library note: print fund name: S-GEN-2022 vendor note: //Begin 1998- and renew.
AC,44084006,ACE,S,SV ,true,AC,19950501,20991231,20070101,P ,P,RB805010001970145793,S ,,19980428,19980428,1,115.15    ,20051213,Xin hua wen zhai = Xinhua wenzhai.,,1001-6651,S ,library note: print fund name: S-ASIAN-2022 vendor note: //Begin issues published Mar. 1999- and renew
AC,44052029,ACE,S,SV ,true,AC,19950412,20991231,20070101,P ,P,RB805010001082998774,S ,,19980220,19980220,1,69.35     ,20051222,Arthurian literature.,,0261-9946,S ,library note: print fund name: S-ENG-2022 vendor note: //Begin v.17 (1999)- and renew
AC,44261871,ACYSO,O,SV ,true,AC,19990628,20991231,0,C ,P,ID 5560,M ,"Pritchard, William H. (Bill)",19990628,19911219,1,125.00    ,20040804,The poetical works of Robert Browning / edited by Ian Jack and Margaret Smith.,"Browning, Robert, 1812-1889.",,M ,"library note: v.6, 10-14 NYP 5/2016 fund name: E-NEHGEN(F-GEN)-2011"
AC,44405650,ACFRONT,O,SV ,true,AC,20000608,20991231,0,C ,P,,M ,,20000608,19840606,1,430.00    ,20060209,"Sämtliche Werke in Verbindung mit der Bayerischen Akademie der Schönen Künste, München / Richard","Wagner, Richard, 1813-1883.",,M ,library note: Music Librarian fund name: F-SO-2022
AC,116287,ACROWMAN,S,SV ,true,AC,20130101,20991231,20170901,P ,P,,S ,"Gano, Gretchen L.",20140226,20140226,1,90.00     ,20140226,State and metropolitan area data book.,,0276-6566,S ,library note: print; irreg (about every 7 years per EBSCO: AC current 3/2017 fund name: S-REF-2022 vendor note: begin 2013
AC,4445384X,ACE,S,SV ,true,AC,20010507,20991231,20070101,P ,P,RB805010001458046026,S ,,20001201,20001201,1,200.00    ,20060406,The Japan architect.,,0448-8512,S ,"library note: print fund name: S-ART-2022 vendor note: //Begin issues published 2001 (i.e., no. 40??)- and renew"
AC,44052042,ACE,S,SV ,true,AC,19950202,20991231,20070101,P ,P,RB805010001083139352,S ,,19980220,19980220,1,200.00    ,20060105,Artibus et historiae.,,0391-9064,S ,library note: print subs fund name: S-ART-2022 vendor note: //Begin v.18 (1998)- and renew
AC,44118326,ACYSO,O,SV ,true,AC,19980702,20991231,0,C ,P,S2024814,M ,,19980702,19980702,1,85.00     ,20060613,Studies in income and wealth.,,,M ,library note: Economics Department fund name: F-SO-2022 vendor note: //begin v. 62 and renew
AC,44068530,ACE,S,SV ,true,AC,19950209,20991231,20070101,P ,P,RB805010001232209320,S ,,19980326,19980326,1,20.00     ,20051213,Conjunctions.,,0278-2324,S ,library note: print fund name: S-GEN-2022 vendor note: //Begin no.29- and renew
AC,33037,ACGIFT,S,SV ,true,AC,20000101,20991231,20081230,G ,P,,S ,,20080902,20080902,1,0         ,20080902,Dōshisha Daigaku eigo eibungaku kenkyū.,,0286-1291,S ,library note: Gift of: English Literary Society $Doshisha University $Kyoto Japan fund name: GIFT-DEFAULT
AC,44047812,ACYUK-SO,S,SV ,true,AC,19950410,20991231,20070101,P ,P,,S ,,19980216,19980216,1,52.05     ,20040204,"Anglo-Saxon studies in archaeology and history / edited by Sonia Chadwick Hawkes, David Brown and Ja",,,S ,library note: print fund name: S-ENG-2022
AC,44084109,ACE,S,SV ,true,AC,19941220,20991231,20070101,P ,P,RB805010001404841769,S ,,19980428,19980428,1,15.26     ,20050301,Human sexuality.,,1091-9961,S ,"library note: print fund name: S-PSYCH-2022 vendor note: //Begin issues published 1999- (i.e., 1999/2000??) and renew"
AC,44124934,ACE,S,SV ,true,AC,19950614,20991231,20070101,P ,P,RB805010001888922762,S ,,19980713,19980713,1,36.23     ,20051213,Theory and practice.,,0741-6156,S ,library note: print fund name: S-MUSIC-2022 vendor note: //Begin v.22 (1997)- and renew.
AC,44065255,ACE,S,SV ,true,AC,19950629,20991231,20070101,P ,P,RB805010001221470008,S ,,19980319,19980319,1,80.00     ,20051213,Commentaire.,,0180-8214,S ,library note: print fund name: S-POLI-2022 vendor note: //Begin 1999- and renew
AC,44047599,ACAMC,S,SV ,true,AC,19940519,20991231,20070101,P ,P,,MF,,19980216,19980216,2,200.00    ,20060331,Amherst bulletin [microform].,,,MF,library note:  2 copies ordered; 1 sent to Jones Library (gift of AC per ss) fund name: S-MICRO-2022 vendor note: //Begin July 1997/June 1998- and renew
AC,44115222,ACAR,O,SV ,true,AC,19980629,20991231,0,C ,P,,M ,,19980629,19980629,1,800.00    ,20050719,Recent researches in the music of the nineteenth and early twentieth centuries.,,,M ,library note: Music Librarian fund name: F-SO-2022
AC,44053435,ACE,S,SV ,true,AC,19950424,20991231,20070101,P ,P,RB805010001113510002,S ,,19980224,19980224,1,15.53     ,20051213,Berkeley journal of sociology.,,0067-5830,S ,library note: print fund name: S-SOC-2022 vendor note: //Begin v.43 (1998/99)- and renew
AC,44058950,ACE,S,SV ,true,AC,19950501,20991231,20070101,P ,P,RB805010001155825029,S ,,19980306,19980306,1,42.36     ,20051213,Bulletin de la Société française de philosophie.,Société française de philosophie.,0037-9352,S ,library note: print fund name: S-FREN-2022 vendor note: //Begin v.92 (1997)- and renew
AC,112991,ACE,S,SV ,true,AC,20140101,20991231,20141030,CW,P,RB805010001081532004,S ,,20131119,20131119,1,0         ,20131119,The Art Bulletin.,,1559-6478,S ,library note: P+O; for invoicing see: COLLEGE ART ASSOCIATION. BASIC MEMBERSHIP; PO 44051736;  print needed for PerRR fund name: S-ART-2022
AC,44456037,ACPEPP,O,SV ,true,AC,20001206,20991231,0,C ,P,,M ,,20001206,19940829,1,115.00    ,20040219,Souborné kritické vydání děl Leoše Janáčka = Kritische Gesamtausgabe der Werke von Leoš Jan,"Janáček, Leoš, 1854-1928.",,M ,library note: Music Librarian Kalleck fund name: F-SO-2022
AC,44103694,ACH,O,SV ,true,AC,19980602,20991231,0,C ,P,,M ,,19980602,19980602,1,60.00     ,20060626,Mittellateinisches Wörterbuch bis zum ausgehenden 13. [i.e. dreizehnten] Jahrhundert / in Gemeinsch,,,M ,library note: Merritt fund name: F-SO-2022
AC,44064159,ACE,S,SV ,true,AC,19950918,20991231,20070101,P ,P,RB805010001201888005,S ,,19980316,19980316,1,51.75     ,20051213,"Chinese literature, essays, articles, reviews = Chung-kuo wen hsüeh.",,0161-9705,S ,library note: print fund name: S-ASIAN-2022 vendor note: //Begin v.21 (1999)- and renew
AC,44102719,ACH,O,SV ,true,AC,19980601,20991231,0,P ,P,,M ,"Sheridan, Susan M.",19980601,19980601,1,123.00    ,20060511,Kritisches Lexikon zur deutschsprachigen Gegenwartsliteratur : KLG / hrsg. von Heinz Ludwig Arnold.,,,M ,"library note: Lfg. inserts go in existing ring binders in Ref, some are new inserst, come replace outdated ones; Harr will send extra binders or can be requested. Barcode and have CATS post only binders fund name: F-SO-2022 vendor note: //Begin v.59- and renew"
AC,44125823,ACE,S,SV ,true,AC,19950921,20991231,20070101,P ,P,RB805010001904991353,S ,,19980715,19980715,1,36.23     ,20051213,Transition.,,1012-8263,S ,library note: print fund name: S-GEN-2022 vendor note: //Begin Jan 1999- and renew
AC,44265098,ACFRONT,O,SV ,true,AC,19990703,20991231,0,P ,P,,M ,,19990703,19821110,1,200.      ,20060406,Sämtliche Werke / Christoph Willibald Gluck ; herausgegeben im Auftrage des Staatlichen Instituts f,"Gluck, Christoph Willibald, Ritter von, 1714-1787.",,M ,library note: Music Librarian fund name: F-SO-2022
AC,44115209,ACAR,O,SV ,true,AC,19980629,20991231,0,C ,P,,M ,,19980629,19980629,1,725.00    ,20060214,Recent researches in the music of the Classical Era.,,,M ,library note: Music Librarian fund name: F-SO-2022
AC,44104212,ACE,S,SV ,true,AC,19950628,20991231,20070101,P ,P,RB805010001586330003,S ,,19980602,19980602,1,41.40     ,20051213,Modern language studies.,,0047-7729,S ,library note: print fund name: S-FREN-2022 vendor note: //Begin v.29 (1999)- and renew
AC,44100140,ACE,S,SV ,true,AC,19950614,20991231,20070101,P ,P,RB805010001531200020,S ,,19980526,19980526,1,21.74     ,20051213,Living blues.,,0024-5232,S ,library note: print fund name: S-BLACK-2022 vendor note: //Begin no.143 (Jan/Feb 1999)- and renew
AC,44987274,ACH,O,SV ,true,AC,20040408,20991231,0,C ,P,,M ,,20040408,20090827,1,50.00     ,20090827,Streichquartette / Joseph Haydn ; nach den ältesten Abschriften herausgegeben von Georg Feder in Ve,"Haydn, Joseph, 1732-1809.",,M ,library note: Music Librarian fund name: F-GEN-2011
AC,4411834X,ACYSO,O,SV ,true,AC,19980702,20991231,0,C ,P,S4035097,M ,,19980702,20030228,1,65.00     ,20030603,Studies in medieval culture.,,,M ,library note: English Department / Studies in Medieval and Early Modern Culture fund name: F-SO-2022 vendor note: 2003+ and renew
AC,44261093,ACJHUP,O,SV ,true,AC,19990625,20991231,0,C ,P,,M ,"Couvares, Francis G",19990625,19890515,1,100.00    ,20041123,"The papers of Thomas A. Edison / editors, Reese V. Jenkins [and others].","Edison, Thomas A. (Thomas Alva), 1847-1931.",,M ,fund name: F-SO-2022
AC,44053459,ACYSO,S,SV ,true,AC,19950425,20991231,20070101,P ,P,S1133556,S ,,19980224,19980224,1,33.60     ,20051007,The best American poetry.,,1040-5763,S ,fund name: S-GEN-2022 vendor note: //Begin 1999- and renew
AC,44097566,ACE,S,SV ,true,AC,19951117,20991231,20070101,P ,P,RB805010001506296292,S ,,19980518,19980518,1,67.45     ,20060406,Kernos.,,0776-3874,S ,library note: print; incl.: Kernos. Supplement fund name: S-CLASS-2022 vendor note: //Begin t.11 (1998)- and renew
AC,44043132,ACE,S,SV ,true,AC,19980902,20991231,20070101,P ,P,RB805010001494718778,S ,,19980206,19980206,1,79.00     ,20051213,Journal of Roman archaeology.,,1047-7594,S ,library note: print only; online via cup package fund name: S-CLASS-2022 vendor note: //Begin v.11 (1998)- and renew
AC,44069777,ACYSO,O,SV ,true,AC,19980330,20991231,0,C ,P,S8045612,S ,,19980330,19980330,1,139.      ,20041123,CORINTH : RESULTS OF EXCAVATIONS.,,,S ,library note: Classics Department fund name: F-SO-2022 vendor note: //v.19 (2002)+
AC,44081984,ACH,O,SV ,true,AC,19980423,20991231,0,C ,P,,M ,,19980423,19980423,1,50.00     ,20060327,Historische Zeitschrift. Sonderheft.,,,M ,library note: History Department fund name: F-SO-2022 vendor note: //Begin no.17- and renew
AC,44112725,ACE,S,SV ,true,AC,19951010,20991231,20070101,P ,P,RB805010001715001004,S ,,19980623,19980623,1,19.75     ,20051213,Présence francophone.,,0048-5195,S ,library note: print fund name: S-FREN-2022 vendor note: //Begin no.54 (1999)- and renew.
AC,44178128,ACE,S,SV ,true,AC,20000403,20991231,20070101,P ,P,RB805010001980765077,S ,,19981209,19981209,1,100.00    ,20051213,Zhuan ji wen xue = Biographical literature.,,0578-0705,S ,library note: print fund name: S-ASIAN-2022 vendor note: //Begin Jan 2000- and renew
AC,44088863,ACE,S,SV ,true,AC,19951002,20991231,20070101,P ,P,RB805010001458521507,S ,,19980506,19980506,1,15.30     ,20051027,Jahrbuch / Deutsche Akademie für Sprache und Dichtung in Darmstadt.,,0070-3923,S ,"library note: print; if annual incl. ""PREIS year"", discard it's prize winners, dont add fund name: S-GERM-2022 vendor note: //Begin 1998- and renew"
AC,44122159,ACFRONT,S,SV ,true,AC,19950614,20991231,20070101,P ,P,,S ,,19980707,19980707,1,105.05    ,20060421,SCI journal of music scores.,,0196-1438,S ,library note: print fund name: S-MUSIC-2022 vendor note: //Begin v.24 (1998)- and renew.
